PheCode	Phenotype	Socio-economic Quintile	Prevalence	Cases	Controls
499.0	Cystic fibrosis	4	0.0	3.0	100086.0
270.33	Amyloidosis	4	0.04	43.0	99846.0
276.5	Hypovolemia	4	1.08	1064.0	97344.0
276.11	Hyperosmolality and/or hypernatremia	4	0.11	110.0	97344.0
276.12	Hyposmolality and/or hyponatremia	4	0.73	720.0	97344.0
276.41	Acidosis	4	0.44	429.0	97344.0
276.42	Alkalosis	4	0.04	42.0	97344.0
276.4	Acid-base balance disorder	4	0.0	2.0	97344.0
276.13	Hyperpotassemia	4	0.37	361.0	97344.0
276.14	Hypopotassemia	4	0.6	589.0	97344.0
276.6	Fluid overload	4	0.2	197.0	97344.0
276.1	Electrolyte imbalance	4	0.04	41.0	97344.0
258.1	Postablative ovarian failure	4	0.01	6.0	98947.0
290.1	Dementias	4	0.33	324.0	97765.0
290.11	Alzheimer's disease	4	0.18	173.0	97765.0
290.16	Vascular dementia	4	0.1	100.0	97765.0
333.3	Tics and choreas	4	0.01	12.0	95970.0
290.12	Dementia with cerebral degenerations	4	0.02	20.0	97765.0
290.3	Other persistent mental disorders due to conditions classified elsewhere	4	0.02	23.0	97765.0
290.2	Delirium due to conditions classified elsewhere	4	0.33	322.0	97765.0
291.4	Specific nonpsychotic mental disorders due to brain damage	4	0.02	17.0	97765.0
295.3	Psychosis	4	0.07	65.0	87750.0
291.1	Transient mental disorders due to conditions classified elsewhere	4	0.03	32.0	97765.0
296.0	Mood disorders	4	0.04	37.0	87750.0
300.1	Anxiety disorder	4	2.3	2065.0	87750.0
292.2	Mild cognitive impairment	4	0.08	80.0	97765.0
290.0	Delirium dementia and amnestic and other cognitive disorders	4	0.15	151.0	97765.0
316.0	Substance addiction and disorders	4	0.12	108.0	91134.0
317.0	Alcohol-related disorders	4	1.79	1660.0	91134.0
317.1	Alcoholism	4	2.64	2470.0	91134.0
318.0	Tobacco use disorder	4	6.28	6110.0	91134.0
295.1	Schizophrenia	4	0.2	178.0	87750.0
296.22	Major depressive disorder	4	0.13	111.0	87750.0
301.1	Schizoid personality disorder	4	0.01	11.0	87750.0
295.2	Paranoid disorders	4	0.07	59.0	87750.0
296.1	Bipolar	4	0.36	321.0	87750.0
301.0	Personality disorders	4	0.08	70.0	87750.0
300.4	Dysthymic disorder	4	0.02	16.0	87750.0
300.13	Phobia	4	0.25	220.0	87750.0
300.12	Agorophobia, social phobia, and panic disorder	4	0.3	268.0	87750.0
300.11	Generalized anxiety disorder	4	0.05	42.0	87750.0
300.3	Obsessive-compulsive disorders	4	0.06	51.0	87750.0
300.8	Acute reaction to stress	4	0.05	40.0	87750.0
300.9	Posttraumatic stress disorder	4	0.04	39.0	87750.0
304.0	Adjustment reaction	4	0.09	78.0	87750.0
303.1	Dissociative disorder	4	0.01	13.0	87750.0
303.0	Psychogenic and somatoform disorders	4	0.0	0.0	87750.0
295.0	Schizophrenia and other psychotic disorders	4	0.0	0.0	87750.0
303.4	Somatoform disorder	4	0.04	37.0	87750.0
303.3	Psychogenic disorder	4	0.1	92.0	87750.0
300.0	Anxiety, phobic and dissociative disorders	4	0.1	90.0	87750.0
306.0	Other mental disorder	4	9.98	9724.0	87750.0
305.2	Eating disorder	4	0.02	20.0	87750.0
305.21	Anorexia nervosa	4	0.01	13.0	87750.0
327.0	Sleep disorders	4	0.32	312.0	98341.0
327.4	Insomnia	4	0.01	11.0	98341.0
327.1	Hypersomnia	4	0.0	1.0	98341.0
327.6	Circadian rhythm sleep disorder	4	0.01	6.0	98341.0
327.5	Parasomnia	4	0.0	3.0	98341.0
302.0	Sexual and gender identity disorders	4	0.12	103.0	87750.0
302.1	Decreased libido	4	0.0	1.0	87750.0
605.0	Erectile dysfunction [ED]	4	0.17	165.0	94659.0
301.2	Antisocial/borderline personality disorder	4	0.05	42.0	87750.0
312.3	Impulse control disorder	4	0.0	1.0	99887.0
315.0	Develomental delays and disorders	4	0.07	74.0	99887.0
315.3	Mental retardation	4	0.02	24.0	99887.0
315.2	Speech and language disorder	4	0.04	36.0	99887.0
315.1	Learning disorder	4	0.05	49.0	99887.0
313.3	Autism	4	0.03	26.0	99887.0
312.0	Conduct disorders	4	0.01	5.0	99887.0
313.0	Pervasive developmental disorders	4	0.0	1.0	99887.0
313.2	Tics and stuttering	4	0.0	3.0	99887.0
344.0	Other paralytic syndromes	4	0.22	216.0	95970.0
323.8	Encephalitis, non-infectious	4	0.01	8.0	99790.0
325.0	Phlebitis and thrombophlebitis of intracranial venous sinuses	4	0.01	13.0	99790.0
334.1	Spinocerebellar disease	4	0.05	44.0	95970.0
334.2	Anterior horn cell disease	4	0.07	71.0	95970.0
357.0	Inflammatory and toxic neuropathy	4	0.45	445.0	99473.0
332.0	Parkinson's disease	4	0.37	356.0	95970.0
349.0	Other and unspecified disorders of the nervous system	4	0.12	118.0	95970.0
333.8	Other degenerative diseases of the basal ganglia	4	0.02	22.0	95970.0
333.4	Torsion dystonia	4	0.08	78.0	95970.0
333.0	Extrapyramidal disease and abnormal movement disorders	4	0.13	122.0	95970.0
333.1	Essential tremor	4	0.07	67.0	95970.0
333.2	Myoclonus	4	0.03	25.0	95970.0
331.9	Cerebral degeneration, unspecified	4	0.14	138.0	95970.0
334.0	Degenerative disease of the spinal cord	4	0.47	455.0	95970.0
335.0	Multiple sclerosis	4	0.38	369.0	95970.0
341.0	Other demyelinating diseases of central nervous system	4	0.07	67.0	95970.0
323.2	Acute (transverse) myelitis	4	0.03	34.0	99790.0
345.0	Epilepsy, recurrent seizures, convulsions	4	0.98	948.0	95970.0
345.12	Partial epilepsy	4	0.08	80.0	95970.0
345.1	Epilepsy	4	0.09	88.0	95970.0
345.11	Generalized convulsive epilepsy	4	0.14	131.0	95970.0
345.3	Convulsions	4	0.68	661.0	95970.0
340.0	Migraine	4	0.93	909.0	97030.0
340.1	Migrain with aura	4	0.08	78.0	97030.0
339.0	Other headache syndromes	4	2.32	2305.0	97030.0
306.9	Tension headache	4	0.11	96.0	87750.0
433.31	Transient cerebral ischemia	4	0.64	623.0	97098.0
362.4	Retinal vascular changes and abnomalities	4	0.28	274.0	96326.0
433.0	Cerebrovascular disease	4	0.43	416.0	97098.0
327.41	Organic or persistent insomnia	4	0.06	57.0	98341.0
291.8	Alteration of consciousness	4	0.18	177.0	97765.0
327.3	Sleep apnea	4	1.51	1507.0	98341.0
347.0	Cataplexy and narcolepsy	4	0.02	15.0	95970.0
352.1	Trigeminal nerve disorders [CN5]	4	0.16	149.0	95843.0
352.2	Facial nerve disorders [CN7]	4	0.3	285.0	95843.0
352.0	Disorders of other cranial nerves	4	0.02	18.0	95843.0
353.0	Nerve root and plexus disorders	4	0.35	337.0	95843.0
353.1	Nerve plexus lesions	4	0.04	39.0	95843.0
353.2	Nerve root lesions	4	0.01	12.0	95843.0
722.9	Other and unspecified disc disorder	4	1.18	1164.0	97467.0
907.0	Injuries to the nervous system	4	0.38	377.0	99712.0
351.0	Other peripheral nerve disorders	4	3.52	3501.0	95843.0
355.0	Complex regional/central pain syndrome	4	0.0	4.0	95843.0
356.0	Hereditary and idiopathic peripheral neuropathy	4	0.05	45.0	99473.0
316.1	Polyneuropathy due to drugs	4	0.02	17.0	91134.0
250.6	Polyneuropathy in diabetes	4	0.14	132.0	93370.0
358.1	Myasthenia gravis	4	0.04	44.0	99473.0
358.0	Myoneural disorders	4	0.01	10.0	99473.0
359.2	Myopathy	4	0.08	78.0	99473.0
359.1	Muscular dystrophies	4	0.03	34.0	99473.0
343.0	Infantile cerebral palsy	4	0.04	41.0	95970.0
342.0	Hemiplegia	4	0.54	520.0	95970.0
337.0	Disorders of the autonomic nervous system	4	0.06	58.0	95970.0
337.1	Peripheral autonomic neuropathy	4	0.02	20.0	95970.0
752.2	Other specified congenital anomalies of nervous system	4	0.02	18.0	99947.0
331.1	Hydrocephalus	4	0.15	144.0	95970.0
348.4	Cerebral cysts	4	0.04	40.0	95970.0
348.0	Other conditions of brain	4	0.05	46.0	95970.0
348.2	Cerebral edema and compression of brain	4	0.09	90.0	95970.0
798.1	Chronic fatigue syndrome	4	0.18	176.0	99063.0
348.9	Other conditions of brain, NOS	4	0.13	127.0	95970.0
967.0	Adverse effects of sedatives or other central nervous system depressants and anesthetics	4	0.16	148.0	92098.0
371.3	Inflammation of eyelids	4	0.63	622.0	97415.0
371.33	Noninfectious dermatoses of eyelid	4	0.0	4.0	97415.0
374.0	Other disorders of eyelids	4	0.84	829.0	97415.0
374.1	Ectropion or entropion	4	0.31	303.0	97415.0
374.2	Lagophthalmos	4	0.02	16.0	97415.0
374.3	Ptosis of eyelid	4	0.54	530.0	97415.0
375.0	Disorders of lacrimal system	4	0.48	472.0	97762.0
375.2	Epiphora	4	0.23	227.0	97762.0
376.0	Disorders of the orbit	4	0.02	21.0	97762.0
371.9	Chronic inflammatory disorders of orbit	4	0.0	1.0	97415.0
242.3	Exophthalmos	4	0.03	30.0	94695.0
369.5	Conjunctivitis, infectious	4	0.09	88.0	97415.0
371.2	Conjunctivitis, noninfectious	4	0.0	4.0	97415.0
372.0	Disorders of conjunctiva	4	0.24	233.0	97415.0
695.22	Pemphigus and pemphigoid	4	0.03	28.0	98809.0
371.0	Inflammation of the eye	4	0.03	28.0	97415.0
379.0	Other disorders of eye	4	0.07	71.0	97762.0
379.1	Scleritis and episcleritis	4	0.02	17.0	97762.0
370.0	Keratitis	4	0.04	38.0	97415.0
370.1	Corneal ulcer	4	0.03	34.0	97415.0
370.3	Keratoconjunctivitis	4	0.01	12.0	97415.0
364.1	Corneal opacity	4	0.03	31.0	96649.0
364.0	Corneal opacity and other disorders of cornea	4	0.07	66.0	96649.0
364.2	Corneal edema	4	0.03	26.0	96649.0
364.4	Corneal degenerations	4	0.05	46.0	96649.0
364.5	Corneal dystrophy	4	0.07	69.0	96649.0
364.41	Keratoconus	4	0.02	24.0	96649.0
360.0	Disorders of the globe	4	0.03	27.0	96649.0
371.1	Uveitis, noninfectious or NOS	4	0.14	141.0	97415.0
379.5	Disorders of iris and ciliary body	4	0.1	101.0	97762.0
366.2	Senile cataract	4	3.2	3080.0	93085.0
379.3	Aphakia and other disorders of lens	4	0.67	657.0	97762.0
366.0	Cataract	4	5.63	5554.0	93085.0
366.1	Nonsenile Cataract	4	0.03	30.0	93085.0
366.3	Traumatic cataract	4	0.03	24.0	93085.0
363.0	Chorioretinal inflammations, scars, and other disorders of choroid	4	0.03	27.0	96649.0
363.3	Chorioretinal scars	4	0.02	24.0	96649.0
363.4	Choroidal degenerations	4	0.01	5.0	96649.0
361.1	Retinal detachment with retinal defect	4	0.42	408.0	96649.0
361.2	Retinoschisis and retinal cysts	4	0.02	18.0	96649.0
361.0	Retinal detachments and defects	4	0.56	542.0	96649.0
362.0	Other retinal disorders	4	0.29	282.0	96326.0
362.1	Retinopathy of prematurity	4	0.0	1.0	96326.0
362.3	Other nondiabetic retinopathy	4	0.02	24.0	96326.0
362.29	Macular degeneration (senile) of retina NOS	4	0.84	812.0	96326.0
362.6	Peripheral retinal degenerations	4	0.03	32.0	96326.0
362.7	Hereditary retinal dystrophies	4	0.02	17.0	96326.0
362.8	Retinal hemorrhage/ischemia	4	0.02	24.0	96326.0
362.31	Separation of retinal layers	4	0.03	32.0	96326.0
365.0	Glaucoma	4	1.16	1138.0	96649.0
365.11	Primary open angle glaucoma	4	0.38	371.0	96649.0
365.2	Primary angle-closure glaucoma	4	0.21	199.0	96649.0
379.2	Disorders of vitreous body	4	0.44	430.0	97762.0
360.2	Progressive myopia	4	0.08	79.0	96649.0
360.3	Hypotony of eye	4	0.01	9.0	96649.0
377.3	Optic neuritis/neuropathy	4	0.05	50.0	97762.0
377.0	Disorders of optic nerve and visual pathways	4	0.06	59.0	97762.0
377.1	Optic atrophy	4	0.02	21.0	97762.0
378.5	Paralytic strabismus	4	0.09	85.0	97762.0
378.0	Strabismus and other disorders of binocular eye movements	4	0.01	11.0	97762.0
378.1	Strabismus (not specified as paralytic)	4	0.26	257.0	97762.0
367.0	Disorders of refraction and accommodation; blindness and low vision	4	0.02	19.0	99338.0
367.8	Hypermetropia	4	0.07	74.0	99338.0
367.1	Myopia	4	0.42	414.0	99338.0
367.2	Astigmatism	4	0.07	67.0	99338.0
368.3	Anisometropia	4	0.06	59.0	99013.0
367.4	Presbyopia	4	0.01	6.0	99338.0
368.7	Disorders of accommodation	4	0.0	0.0	99013.0
368.0	Visual disturbances	4	0.35	348.0	99013.0
368.1	Amblyopia	4	0.19	193.0	99013.0
368.9	Subjective visual disturbances	4	0.21	208.0	99013.0
368.2	Diplopia and disorders of binocular vision	4	0.22	221.0	99013.0
368.4	Visual field defects	4	0.11	106.0	99013.0
368.5	Color vision deficiencies	4	0.0	1.0	99013.0
367.9	Blindness and low vision	4	0.2	204.0	99338.0
378.2	Nystagmus and other irregular eye movements	4	0.08	82.0	97762.0
379.4	Anomalies of pupillary function	4	0.03	34.0	97762.0
379.9	Pain, swelling or discharge of eye	4	0.06	54.0	97762.0
380.1	Otitis externa	4	0.14	142.0	99704.0
686.1	Carbuncle and furuncle	4	0.74	717.0	96746.0
385.3	Cholesteatoma	4	0.16	157.0	99025.0
380.0	Disorders of external ear	4	0.18	177.0	99704.0
380.4	Impacted cerumen	4	0.09	85.0	99704.0
381.11	Suppurative and unspecified otitis media	4	0.23	227.0	99025.0
381.2	Eustachian tube disorders	4	0.06	55.0	99025.0
381.3	Mastoiditis & related conditions	4	0.04	44.0	99025.0
384.4	Perforation of tympanic membrane	4	0.27	264.0	99025.0
384.0	Other disorders of tympanic membrane	4	0.08	81.0	99025.0
384.1	Myringitis	4	0.01	6.0	99025.0
385.0	Other disorders of middle ear and mastoid	4	0.04	37.0	99025.0
385.5	Tympanosclerosis and middle ear disease related to otitis media	4	0.06	58.0	99025.0
383.0	Otosclerosis	4	0.08	77.0	99025.0
386.0	Vertiginous syndromes and other disorders of vestibular system	4	0.02	19.0	98171.0
386.1	Meniere's disease	4	0.17	169.0	98171.0
386.21	Central origin vertigo	4	0.0	1.0	98171.0
386.3	Labyrinthitis	4	0.22	219.0	98171.0
389.3	Degenerative and vascular disorders of ear	4	0.01	14.0	98722.0
389.0	Hearing loss	4	1.02	1014.0	98722.0
389.2	Conductive hearing loss	4	0.11	113.0	98722.0
389.1	Sensorineural hearing loss	4	0.13	129.0	98722.0
382.0	Otalgia	4	0.1	99.0	99025.0
381.9	Otorrhea	4	0.06	61.0	99025.0
389.4	Tinnitus	4	0.18	176.0	98722.0
389.5	Disorders of acoustic nerve	4	0.01	7.0	98722.0
388.0	Other disorders of ear	4	0.03	28.0	98722.0
41.21	Rheumatic fever / chorea	4	0.01	6.0	95488.0
394.4	Acute rheumatic heart disease	4	0.02	18.0	97963.0
420.21	Acute pericarditis	4	0.04	43.0	99103.0
420.1	Myocarditis	4	0.03	30.0	99103.0
394.2	Mitral valve disease	4	0.99	979.0	97963.0
394.0	Rheumatic disease of the heart valves	4	0.34	333.0	97963.0
394.3	Aortic valve disease	4	0.45	445.0	97963.0
394.7	Disease of tricuspid valve	4	0.4	392.0	97963.0
395.1	Nonrheumatic mitral valve disorders	4	0.95	935.0	97963.0
395.2	Nonrheumatic aortic valve disorders	4	0.09	87.0	97963.0
420.22	Chronic pericarditis	4	0.02	21.0	99103.0
401.1	Essential hypertension	4	22.72	22692.0	77164.0
401.21	Hypertensive heart disease	4	0.08	59.0	77164.0
401.22	Hypertensive chronic kidney disease	4	0.57	445.0	77164.0
401.2	Hypertensive heart and/or renal disease	4	0.02	16.0	77164.0
401.3	Other hypertensive complications	4	0.05	42.0	77164.0
411.3	Angina pectoris	4	4.7	4493.0	91080.0
411.1	Unstable angina (intermediate coronary syndrome)	4	1.49	1373.0	91080.0
411.2	Myocardial infarction	4	3.57	3372.0	91080.0
414.0	Other forms of chronic heart disease	4	0.73	672.0	91080.0
411.9	Other acute and subacute forms of ischemic heart disease	4	0.44	404.0	91080.0
411.4	Coronary atherosclerosis	4	5.76	5569.0	91080.0
411.8	Other chronic ischemic heart disease, unspecified	4	4.56	4348.0	91080.0
440.0	Atherosclerosis	4	0.06	61.0	97538.0
411.41	Aneurysm and dissection of heart	4	0.22	203.0	91080.0
415.11	Pulmonary embolism and infarction, acute	4	0.01	12.0	98047.0
415.0	Pulmonary heart disease	4	1.09	1085.0	98047.0
415.21	Primary pulmonary hypertension	4	0.13	131.0	98047.0
415.2	Chronic pulmonary heart disease	4	0.06	54.0	98047.0
420.2	Pericarditis	4	0.33	326.0	99103.0
747.13	Congenital anomalies of great vessels	4	0.58	578.0	99236.0
395.3	Nonrheumatic tricuspid valve disorders	4	0.04	39.0	97963.0
395.4	Nonrheumatic pulmonary valve disorders	4	0.04	44.0	97963.0
425.1	Primary/intrinsic cardiomyopathies	4	0.34	336.0	99103.0
425.11	Hypertrophic obstructive cardiomyopathy	4	0.05	45.0	99103.0
425.12	Other hypertrophic cardiomyopathy	4	0.06	61.0	99103.0
425.8	Other cardiomyopathy	4	0.02	19.0	99103.0
425.0	Cardiomyopathy	4	0.01	10.0	99103.0
425.2	Secondary/extrinsic cardiomyopathies	4	0.0	2.0	99103.0
426.21	First degree AV block	4	0.36	330.0	91815.0
426.23	Second degree AV block	4	0.16	143.0	91815.0
426.24	Atrioventricular block, complete	4	0.2	180.0	91815.0
426.2	Atrioventricular [AV] block	4	0.04	39.0	91815.0
426.32	Left bundle branch block	4	0.7	643.0	91815.0
426.3	Bundle branch block	4	0.11	99.0	91815.0
426.31	Right bundle branch block	4	0.56	520.0	91815.0
426.25	Other heart block	4	0.03	32.0	91815.0
426.4	Anomalous atrioventricular excitation	4	0.09	82.0	91815.0
426.8	Other cardiac conduction disorders	4	0.02	19.0	91815.0
426.0	Cardiac conduction disorders	4	0.05	49.0	91815.0
427.42	Cardiac arrest	4	0.38	350.0	91815.0
427.1	Paroxysmal tachycardia, unspecified	4	0.04	36.0	91815.0
427.12	Paroxysmal ventricular tachycardia	4	0.32	294.0	91815.0
427.11	Paroxysmal supraventricular tachycardia	4	0.75	693.0	91815.0
427.2	Atrial fibrillation and flutter	4	4.4	4228.0	91815.0
427.41	Ventricular fibrillation and flutter	4	0.12	110.0	91815.0
427.61	Supraventricular premature beats	4	0.04	36.0	91815.0
427.6	Premature beats	4	0.23	210.0	91815.0
427.3	Other specified cardiac dysrhythmias	4	1.1	1023.0	91815.0
427.8	Sinoatrial node dysfunction (Bradycardia)	4	0.16	150.0	91815.0
427.5	Arrhythmia (cardiac) NOS	4	0.34	310.0	91815.0
428.2	Heart failure NOS	4	1.41	1406.0	98087.0
428.1	Congestive heart failure (CHF) NOS	4	0.77	764.0	98087.0
416.0	Cardiomegaly	4	0.87	865.0	98047.0
430.1	Subarachnoid hemorrhage	4	0.26	253.0	97098.0
459.9	Circulatory disease NEC	4	5.09	5016.0	93521.0
430.2	Intracerebral hemorrhage	4	0.24	232.0	97098.0
430.3	Subdural hemorrhage	4	0.1	93.0	97098.0
430.0	Intracranial hemorrhage	4	0.05	49.0	97098.0
433.2	Occlusion of cerebral arteries	4	0.94	924.0	97098.0
433.21	Cerebral artery occlusion, with cerebral infarction	4	0.56	546.0	97098.0
433.11	Occlusion of cerebral arteries, with cerebral infarction	4	0.04	37.0	97098.0
433.1	Occlusion and stenosis of precerebral arteries	4	0.32	312.0	97098.0
433.3	Cerebral ischemia	4	0.37	364.0	97098.0
442.4	Arterial dissection	4	0.01	13.0	97538.0
433.5	Cerebral aneurysm	4	0.12	112.0	97098.0
433.12	Cerebral atherosclerosis	4	0.08	77.0	97098.0
433.32	Moyamoya disease	4	0.0	2.0	97098.0
433.8	Late effects of cerebrovascular disease	4	0.44	426.0	97098.0
440.9	Atherosclerosis of aorta	4	0.06	54.0	97538.0
440.1	Atherosclerosis of renal artery	4	0.02	23.0	97538.0
440.2	Atherosclerosis of the extremities	4	0.13	130.0	97538.0
442.1	Aortic aneurysm	4	0.19	181.0	97538.0
442.11	Abdominal aortic aneurysm	4	0.29	280.0	97538.0
442.0	Other aneurysm	4	0.01	11.0	97538.0
442.8	Aneurysm of other specified artery	4	0.07	67.0	97538.0
442.2	Aneurysm of iliac artery	4	0.03	26.0	97538.0
442.3	Aneurysm of artery of lower extremity	4	0.05	47.0	97538.0
443.8	Other specified peripheral vascular diseases	4	0.01	13.0	97538.0
443.1	Raynaud's syndrome	4	0.38	375.0	97538.0
446.1	Thromboangiitis obliterans	4	0.0	1.0	97538.0
443.9	Peripheral vascular disease, unspecified	4	0.83	819.0	97538.0
444.0	Arterial embolism and thrombosis	4	0.12	116.0	97538.0
444.2	Embolism and thrombosis of abdominal aorta	4	0.01	7.0	97538.0
444.1	Arterial embolism and thrombosis of lower extremity artery	4	0.18	173.0	97538.0
447.0	Other disorders of arteries and arterioles	4	0.18	176.0	97538.0
447.1	Stricture of artery	4	0.24	239.0	97538.0
446.9	Arteritis NOS	4	0.09	84.0	97538.0
448.0	Disease of capillaries	4	0.03	34.0	97538.0
217.1	Nevus, non-neoplastic	4	0.16	153.0	97869.0
451.0	Phlebitis and thrombophlebitis	4	0.12	111.0	89902.0
451.2	Phlebitis and thrombophlebitis of lower extremities	4	1.06	965.0	89902.0
452.0	Other venous embolism and thrombosis	4	0.19	168.0	89902.0
454.1	Varicose veins of lower extremity	4	2.97	2753.0	89902.0
454.11	Varicose veins of lower extremity, symptomtic	4	0.24	212.0	89902.0
455.0	Hemorrhoids	4	6.5	6252.0	89902.0
530.2	Esophageal bleeding (varices/hemorrhage)	4	0.63	563.0	88250.0
454.0	Varicose veins	4	0.16	144.0	89902.0
452.8	Postphlebitic syndrome	4	0.0	3.0	89902.0
459.0	Other disorders of circulatory system	4	0.05	48.0	93521.0
456.0	Chronic venous insufficiency [CVI]	4	0.08	69.0	89902.0
289.4	Lymphadenitis	4	0.85	841.0	97873.0
450.0	Noninfectious disorders of lymphatic channels	4	0.22	216.0	99873.0
458.9	Hypotension NOS	4	1.31	1242.0	93521.0
458.1	Orthostatic hypotension	4	0.53	495.0	93521.0
458.2	Iatrogenic hypotension	4	0.08	76.0	93521.0
429.1	Heart transplant/surgery	4	0.02	16.0	98087.0
464.0	Acute sinusitis	4	0.07	68.0	99355.0
465.2	Acute pharyngitis	4	0.27	267.0	99355.0
474.1	Acute tonsillitis	4	0.18	175.0	94982.0
465.4	Acute laryngitis and tracheitis	4	0.04	36.0	99355.0
483.0	Acute bronchitis and bronchiolitis	4	0.06	60.0	96606.0
481.0	Influenza	4	0.13	130.0	96606.0
480.11	Pneumococcal pneumonia	4	2.06	2034.0	96606.0
480.12	Pseudomonal pneumonia	4	0.03	31.0	96606.0
480.5	Bronchopneumonia and lung abscess	4	0.14	131.0	96606.0
503.0	Pulmonary congestion and hypostasis	4	0.18	171.0	96393.0
519.8	Other diseases of respiratory system, NEC	4	2.8	2800.0	97111.0
476.0	Allergic rhinitis	4	0.41	395.0	94982.0
472.0	Chronic pharyngitis and nasopharyngitis	4	0.25	235.0	94982.0
475.0	Chronic sinusitis	4	0.71	683.0	94982.0
471.0	Nasal polyps	4	0.9	858.0	94982.0
479.0	Other upper respiratory disease	4	1.15	1104.0	94982.0
470.0	Septal Deviations/Turbinate Hypertrophy	4	1.22	1176.0	94982.0
474.2	Chronic tonsillitis and adenoiditis	4	0.32	308.0	94982.0
474.0	Acute and chronic tonsillitis	4	0.13	121.0	94982.0
473.1	Chronic laryngitis	4	0.02	22.0	94982.0
473.3	Paralysis/spasm of vocal cords or larynx	4	0.09	83.0	94982.0
